,Name,Rating,Review,C-type,HQ,Old,Employee
3718,Omninos Solution...,4.6,(135 Reviews),Chandigarh + 23 more,6 years old,201-500 Employees (India),nan
3719,Motilal Oswal,3.8,(135 Reviews),Public,Mumbai + 54 more,35 years old,501-1k Employees (India)
3720,Kinetic Engineer...,4.0,(135 Reviews),Public,"Pune,Maharashtra + 7 more",52 years old,501-1k Employees (India)
3721,TMEIC,3.9,(135 Reviews),Private,Tokyo + 6 more,19 years old,201-500 Employees (India)
3722,Colourtex,4.3,(135 Reviews),Private,"Surat,Gujrat + 6 more",55 years old,501-1k Employees (India)
3723,Empower Retireme...,3.8,(135 Reviews),Public,"Greenwood Village,Colorado + 2 more",8 years old,501-1k Employees (India)
3724,Karam Industries,4.1,(134 Reviews),Private,"Noida,Uttar Pradesh + 17 more",24 years old,11-50 Employees (India)
3725,Rakuten,4.1,(134 Reviews),Private,"San Mateo,California + 4 more",25 years old,501-1k Employees (India)
3726,Wrigley,4.1,(134 Reviews),Private,McLean + 31 more,131 years old,1k-5k Employees (India)
3727,PARAGON POLYMER ...,4.1,(134 Reviews),Kottayam + 26 more,47 years old,1k-5k Employees (India),nan
3728,Ajnara India,3.7,(134 Reviews),Public,"Noida,Uttar Pradesh + 3 more",31 years old,201-500 Employees (India)
3729,Paradeep Phospha...,4.2,(134 Reviews),Public,"Bhubaneswar,Odisha + 23 more",41 years old,1k-5k Employees (India)
3730,IBM Info Service...,4.2,(134 Reviews),Private,Chennai + 22 more,23 years old,1k-5k Employees (Global)
3731,Orion Security S...,3.6,(134 Reviews),Private,"Delhi/NCR,Delhi + 30 more",17 years old,51-200 Employees (India)
3732,Unique Identific...,4.4,(134 Reviews),Public,New Delhi + 46 more,13 years old,501-1k Employees (India)
3733,Cashpor Micro Cr...,3.8,(134 Reviews),Varanasi + 24 more,20 years old,1k-5k Employees (India),nan
3734,Rashtriya Chemic...,4.3,(134 Reviews),Private,"Mumbai,Maharashtra + 13 more",55 years old,1k-5k Employees (India)
3735,Ceragon Networks,4.0,(134 Reviews),Private,"Tel Aviv,Tel Aviv + 25 more",26 years old,501-1k Employees (India)
3736,Vipul Motors,3.9,(134 Reviews),Private,"Faridabad,Haryana + 8 more",35 years old,201-500 Employees (India)
3737,CES,3.9,(134 Reviews),Public,"Bolingbrook,Illinois + 10 more",26 years old,1k-5k Employees (India)
3738,Emami Paper Mill...,4.1,(134 Reviews),Public,Kolkata + 2 more,40 years old,1k-5k Employees (India)
3739,Balaji Wafers,4.4,(134 Reviews),Private,"Rajkot,Gujrat + 18 more",38 years old,1k-5k Employees (India)
3740,Organic India,4.3,(134 Reviews),Private,"Delhi/NCR,Delhi + 29 more",25 years old,201-500 Employees (India)
3741,Jagatjit Industr...,3.9,(134 Reviews),Public,"Kapurthala ,Punjab + 20 more",78 years old,1k-5k Employees (India)
3742,Sakata Inx,4.1,(134 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",102 years old,501-1k Employees (India)
3743,Atyati Technolog...,4.3,(134 Reviews),Private,"Bangalore,Karnataka + 29 more",15 years old,501-1k Employees (India)
3744,Epsilon Carbon,4.0,(134 Reviews),Private,"Mumbai,Maharashtra + 5 more",12 years old,201-500 Employees (India)
3745,APC By Schneider...,4.1,(134 Reviews),Private,"West Kingston,RI + 13 more",41 years old,10k-50k Employees (India)
3746,Logicash,3.3,(134 Reviews),Private,"Navi Mumbai,Maharashtra + 29 more",12 years old,1k-5k Employees (Global)
3747,Barmalt Malting,3.7,(134 Reviews),Private,"Gurgaon/Gurugram,Haryana + 5 more",55 years old,201-500 Employees (India)
3748,Epsilon Carbon,4.0,(134 Reviews),Private,"Mumbai,Maharashtra + 5 more",12 years old,201-500 Employees (India)
3749,Cashpor Micro Cr...,3.8,(134 Reviews),Varanasi + 24 more,20 years old,1k-5k Employees (India),nan
3750,ScoreMe Solution...,4.9,(134 Reviews),Gurgaon/Gurugram + 1 more,51-200 Employees (India),nan,nan
3751,Shyplite,4.5,(134 Reviews),Private,"Delhi,NCT + 2 more",7 years old,51-200 Employees (India)
3752,Geo Chem Laborat...,3.5,(134 Reviews),Private,"Mumbai,Maharashtra + 15 more",58 years old,1k-5k Employees (India)
3753,Teletext Holiday...,3.7,(134 Reviews),Private,London + 3 more,30 years old,51-200 Employees (India)
3754,Allergan,4.1,(894 Reviews),Private,Dublin + 23 more,9 years old,1k-5k Employees (India)
3755,Li & Fung,4.5,(144 Reviews),Private,Kowloon + 8 more,116 years old,501-1k Employees (India)
3756,Takata,4.2,(133 Reviews),Private,"Delhi/NCR,Delhi + 9 more",61 years old,1k-5k Employees (India)
3757,Indus Motors,4.1,(133 Reviews),Private,"Kochi/Cochin,Kerala + 21 more",32 years old,5k-10k Employees (Global)
3758,Global Consumer ...,3.8,(133 Reviews),Private,"Bangalore,Karnataka + 34 more",9 years old,201-500 Employees (India)
3759,UGC Supply Chain...,3.7,(133 Reviews),Private,"Pune,Maharashtra + 14 more",23 years old,201-500 Employees (India)
3760,Kusum Healthcare,4.2,(133 Reviews),Private,"Delhi/NCR,Delhi + 5 more",25 years old,51-200 Employees (India)
3761,Essae Digitronic...,4.2,(133 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 24 more",26 years old,51-200 Employees (India)
3762,TCPL Packaging,4.3,(133 Reviews),Public,"Bangalore,Karnataka + 19 more",35 years old,1k-5k Employees (India)
3763,Property Solutio...,3.5,(133 Reviews),Private,"Mumbai,Maharashtra + 13 more",22 years old,501-1k Employees (India)
3764,Tokai Rubber Aut...,4.1,(133 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",14 years old,51-200 Employees (Global)
3765,Ascent Consultin...,3.9,(133 Reviews),Private,Bengaluru + 8 more,20 years old,501-1k Employees (India)
3766,InKnowTech,3.4,(133 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 21 more",20 years old,51-200 Employees (India)
3767,Bharti Foundatio...,4.3,(133 Reviews),Gurugram + 21 more,22 years old,1k-5k Employees (India),nan
3768,IQ BackOffice,3.8,(133 Reviews),Private,"El Segundo,California + 1 more",20 years old,201-500 Employees (India)
3769,Enmas O & M Serv...,4.0,(133 Reviews),Private,"Chennai,Tamil Nadu + 15 more",17 years old,1k-5k Employees (India)
3770,C-quel Managemen...,4.6,(133 Reviews),Kolkata + 12 more,22 years old,11-50 Employees (India),nan
3771,Dee Vee Projects,4.1,(133 Reviews),Private,Raipur + 17 more,33 years old,51-200 Employees (India)
3772,Enzen Global Sol...,4.0,(133 Reviews),Private,Bangalore + 10 more,16 years old,201-500 Employees (India)
3773,Baxter Pharmaceu...,4.4,(133 Reviews),Deerfield + 4 more,91 years old,1k-5k Employees (India),nan
3774,Debtcare Enterpr...,4.3,(133 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 7 more",14 years old,201-500 Employees (India)
3775,Annexmed,3.8,(133 Reviews),Private,"Chennai,Tamil Nadu + 2 more",18 years old,201-500 Employees (India)
3776,Texila Education...,4.1,(133 Reviews),Private,Coimbatore + 1 more,7 years old,201-500 Employees (India)
3777,Abu Dhabi Nation...,4.4,(133 Reviews),Private,Abu Dhabi + 12 more,46 years old,51-200 Employees (India)
3778,Dee Vee Projects,4.1,(133 Reviews),Private,Raipur + 17 more,33 years old,51-200 Employees (India)
3779,Enzen Global Sol...,4.0,(133 Reviews),Private,Bangalore + 10 more,16 years old,201-500 Employees (India)
3780,Capital Finserve,4.6,(133 Reviews),Private,"Salem,Tamil Nadu + 1 more",15 years old,201-500 Employees (India)
3781,SkillVertex,3.8,(133 Reviews),"Bangalore,Karnataka + 3 more",1 years old,nan,nan
3782,GS Lab,4.3,(133 Reviews),Private,Pune,19 years old,1k-5k Employees (India)
3783,Carrefour,3.9,(133 Reviews),Private,Massy + 21 more,63 years old,201-500 Employees (India)
3784,Triveni Turbines,4.0,(132 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 9 more",54 years old,501-1k Employees (India)
3785,ING Vysya Bank,4.6,(132 Reviews),Public,"Mumbai,Maharashtra + 42 more",20 years old,5k-10k Employees (India)
3786,Vashi Electrical...,4.1,(132 Reviews),Private,"Mumbai,Maharashtra + 16 more",44 years old,501-1k Employees (India)
3787,Zodiac Clothing ...,3.8,(132 Reviews),Public,"Mumbai,Maharashtra + 21 more",38 years old,1k-5k Employees (India)
3788,Brand Factory,4.3,(132 Reviews),Public,"Mumbai,Maharashtra + 33 more",16 years old,10k-50k Employees (India)
3789,Health & Glow,4.4,(132 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 9 more",25 years old,201-500 Employees (India)
3790,Dayal Fertilizer...,4.2,(132 Reviews),Partnership,Meerut + 27 more,43 years old,201-500 Employees (India)
3791,Insecticides Ind...,4.5,(132 Reviews),Public,"Delhi/NCR,Delhi + 23 more",20 years old,1k-5k Employees (India)
3792,Gulbrandsen,4.4,(132 Reviews),Private,"Vadodara/Baroda,Gujarat + 7 more",19 years old,201-500 Employees (India)
3793,GGK Technologies,3.6,(132 Reviews),Private,Duluth + 1 more,18 years old,1k-5k Employees (India)
3794,Holisol Logistic...,4.0,(132 Reviews),Private,"Delhi,NCT + 31 more",13 years old,1k-5k Employees (India)
3795,GE Transportatio...,4.0,(132 Reviews),Public,"Pittsburgh,Pennsylvania + 10 more",115 years old,1k-5k Employees (India)
3796,Ameex Technologi...,3.8,(132 Reviews),Private,"Schaumburg,Illinois + 1 more",15 years old,501-1k Employees (India)
3797,Mashreq Global S...,3.6,(132 Reviews),Private,Dubai + 5 more,17 years old,1k-5k Employees (India)
3798,BIC Cello,4.2,(132 Reviews),"Mumbai,Maharashtra + 24 more",64 years old,1k-5k Employees (India),nan
3799,Veeba Food Servi...,4.4,(132 Reviews),Private,Delhi + 19 more,39 years old,201-500 Employees (India)
3800,Institute of Lan...,4.3,(132 Reviews),Bengaluru + 4 more,21 years old,501-1k Employees (India),nan
3801,Star Wire India,4.0,(132 Reviews),Private,"Faridabad,Haryana + 5 more",41 years old,501-1k Employees (India)
3802,London Stock Exc...,4.4,(132 Reviews),Private,London + 2 more,324 years old,1k-5k Employees (India)
3803,Vsun Mobile,4.0,(132 Reviews),Private,Dubai + 8 more,11 years old,51-200 Employees (India)
3804,ITC Group,3.8,(132 Reviews),Bengaluru/Bangalore + 33 more,10k-50k Employees (India),nan,nan
3805,Moolchand Medcit...,2.9,(132 Reviews),Private,"Delhi/NCR,New Delhi + 3 more",16 years old,51-200 Employees (India)
3806,Central Institut...,4.0,(132 Reviews),Private,"Dhanbad,Jharkhand + 8 more",15 years old,501-1k Employees (India)
3807,Jio Platforms,3.9,(132 Reviews),Navi Mumbai + 12 more,10k-50k Employees (India),nan,nan
3808,Metrochem Api,3.6,(132 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",18 years old,201-500 Employees (India)
3809,Innova Solutions,3.7,(132 Reviews),Private,"Santa Clara,California + 7 more",16 years old,501-1k Employees (India)
3810,OodlesTechnologi...,3.2,(132 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",13 years old,501-1k Employees (India)
3811,Encora,4.1,(132 Reviews),Private,"Scottsdale,AZ + 7 more",17 years old,1k-5k Employees (India)
3812,Aptean,3.4,(145 Reviews),Private,"Alpharetta,Georgia + 1 more",24 years old,501-1k Employees (India)
3813,Nahar Industrial...,4.2,(131 Reviews),Public,"Ludhiana,Punjab + 11 more",39 years old,501-1k Employees (India)
3814,Macmillan Publis...,4.0,(131 Reviews),Private,"Chennai,Tamil Nadu + 24 more",130 years old,201-500 Employees (India)
3815,Royal Research,2.6,(131 Reviews),Private,Kolkata + 4 more,9 years old,501-1k Employees (India)
3816,Della Adventure ...,3.3,(131 Reviews),Private,Lonavla + 9 more,31 years old,501-1k Employees (India)
3817,Olympus,4.0,(131 Reviews),Private,"Tokyo,Tokyo-to + 13 more",12 years old,201-500 Employees (India)
3818,Franchise India ...,2.4,(131 Reviews),Public,"Faridabad,Haryana + 11 more",23 years old,501-1k Employees (India)
3819,Hill Internation...,3.9,(131 Reviews),Public,"Philadelphia,Pennsylvania + 15 more",46 years old,201-500 Employees (India)
3820,Oxford Universit...,3.5,(131 Reviews),Private,"Oxford,Oxfordshire + 26 more",544 years old,201-500 Employees (India)
3821,Fedders Lloyd,3.9,(131 Reviews),Public,"Delhi/NCR,New Delhi + 26 more",65 years old,201-500 Employees (India)
3822,Springer Nature,3.8,(131 Reviews),Private,Berlin + 2 more,16 years old,1k-5k Employees (India)
3823,Precision Camsha...,2.8,(131 Reviews),Public,"Solapur,Maharashtra + 1 more",30 years old,201-500 Employees (India)
3824,Xalta Food And B...,2.9,(131 Reviews),Private,New Delhi + 29 more,7 years old,501-1k Employees (Global)
3825,KLT Automotive &...,4.3,(131 Reviews),Private,"Mumbai,Maharashtra + 11 more",28 years old,201-500 Employees (India)
3826,Everest Spices,4.0,(131 Reviews),Private,"Mumbai,Maharashtra + 22 more",41 years old,1k-5k Employees (India)
3827,Corporate Infote...,3.9,(131 Reviews),Private,"Noida,Uttar Pradesh + 15 more",15 years old,1k-5k Employees (India)
3828,MINISO,3.6,(131 Reviews),Private,"Gurgaon/Gurugram,Haryana + 21 more",9 years old,1k-5k Employees (Global)
3829,Altum Credo Home...,4.3,(131 Reviews),Private,"Pune,Maharashtra + 22 more",6 years old,501-1k Employees (India)
3830,Ikya Human Capit...,4.3,(131 Reviews),Delhi NCR + 48 more,nan,nan,nan
3831,AVIOM,4.1,(131 Reviews),Private,"Delhi,NCT + 53 more",6 years old,201-500 Employees (India)
3832,RelianceSMART.in,4.3,(131 Reviews),Public,Mumbai + 64 more,16 years old,1k-5k Employees (India)
3833,ICICI Merchant S...,4.0,(131 Reviews),Private,Mumbai + 41 more,13 years old,201-500 Employees (India)
3834,Slr Metaliks,4.3,(131 Reviews),Private,Karnataka + 7 more,17 years old,501-1k Employees (India)
3835,Chiripal Industr...,3.8,(131 Reviews),Public,"Ahmedabad,Gujrat + 6 more",50 years old,1k-5k Employees (India)
3836,General Energy M...,4.0,(131 Reviews),Private,"Noida,Uttar Pradesh + 28 more",23 years old,201-500 Employees (India)
3837,The Fern Residen...,3.8,(131 Reviews),Private,"Mumbai,Maharashtra + 25 more",13 years old,501-1k Employees (India)
3838,Qatargas,4.6,(131 Reviews),Doha + 8 more,38 years old,5k-10k Employees (India),nan
3839,SGT University,3.4,(131 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",9 years old,501-1k Employees (India)
3840,Theobroma Foods,3.7,(131 Reviews),Private,"Mumbai,Maharashtra + 10 more",18 years old,51-200 Employees (India)
3841,Compuage Infocom,3.9,(131 Reviews),Public,"Mumbai,Maharashtra + 29 more",35 years old,501-1k Employees (India)
3842,Qentelli,4.7,(131 Reviews),Private,"Dallas,TX",7 years old,501-1k Employees (India)
3843,UNICEF,4.2,(130 Reviews),Private,"New York,Newyork + 36 more",76 years old,10k-50k Employees (Global)
3844,Volvo Trucks,4.2,(130 Reviews),Private,Gothenburg + 23 more,94 years old,1k-5k Employees (India)
3845,IL&FS Technologi...,3.8,(130 Reviews),Public,Gurgaon + 33 more,89 years old,201-500 Employees (India)
3846,Rajesh Motors,3.5,(130 Reviews),Private,Jaipur + 19 more,42 years old,51-200 Employees (India)
3847,Shipco Transport,3.6,(130 Reviews),Private,"Hoboken,New Jersery + 1 more",34 years old,201-500 Employees (India)
3848,Bhadra Internati...,3.4,(130 Reviews),Private,"New Delhi,Delhi + 6 more",22 years old,51-200 Employees (India)
3849,PaySquare Consul...,4.1,(130 Reviews),Private,"Pune,Maharashtra + 5 more",22 years old,201-500 Employees (India)
3850,Wellspring Healt...,3.3,(130 Reviews),Private,Mumbai + 14 more,12 years old,51-200 Employees (India)
3851,Privi Organics,4.3,(130 Reviews),Public,"Mumbai,Maharashtra + 9 more",40 years old,201-500 Employees (India)
3852,RAKS Pharma,3.8,(130 Reviews),Private,"Visakhapatnam/Vizag,Andhra Pradesh + 5 more",14 years old,201-500 Employees (India)
3853,Jayashree Polyme...,3.6,(130 Reviews),Private,"Pune,Maharashtra + 9 more",38 years old,201-500 Employees (India)
3854,Ujaas Energy,3.7,(130 Reviews),Public,"Indore,Madhya Pradesh + 13 more",43 years old,201-500 Employees (India)
3855,Stelmec,3.3,(130 Reviews),Public,"Mumbai,Maharashtra + 14 more",38 years old,501-1k Employees (India)
3856,Norwegian Cruise...,4.6,(130 Reviews),Miami + 9 more,56 years old,501-1k Employees (India),nan
3857,Falcon Autotech,4.0,(130 Reviews),Private,"Noida,Uttar Pradesh + 7 more",18 years old,501-1k Employees (India)
3858,Deepak Phenolics,4.4,(130 Reviews),Vadodara + 5 more,11 years old,201-500 Employees (India),nan
3859,Autocomp Corpora...,3.4,(130 Reviews),Private,"Pune,Maharashtra + 4 more",39 years old,51-200 Employees (India)
3860,M & M Financial ...,4.2,(130 Reviews),Public,Mumbai + 40 more,31 years old,10k-50k Employees (India)
3861,Joannou & Parask...,4.3,(130 Reviews),Public,Guernsey + 11 more,61 years old,1-10 Employees (India)
3862,Ferns ‘N’ Petals,3.5,(130 Reviews),Private,"Pune,Maharashtra + 8 more",28 years old,201-500 Employees (India)
3863,Ozone Pharmaceut...,3.8,(130 Reviews),Private,New Delhi + 15 more,31 years old,1k-5k Employees (India)
3864,MAN Energy Solut...,3.9,(130 Reviews),Augsburg + 6 more,12 years old,201-500 Employees (India),nan
3865,OEN India,3.9,(130 Reviews),Private,"Kochi/Cochin,Kerala + 9 more",54 years old,51-200 Employees (India)
3866,Marksans Pharma,3.6,(130 Reviews),Public,"Mumbai,Maharashtra + 7 more",30 years old,201-500 Employees (India)
3867,Eptisa,3.3,(130 Reviews),Private,Madrid + 21 more,66 years old,51-200 Employees (India)
3868,Norwegian Cruise...,4.6,(130 Reviews),Miami + 9 more,56 years old,501-1k Employees (India),nan
3869,Shipco Transport,3.6,(130 Reviews),Private,"Hoboken,New Jersery + 1 more",34 years old,201-500 Employees (India)
3870,Welspun Enterpri...,4.0,(130 Reviews),Public,"Mumbai,Maharashtra + 22 more",46 years old,501-1k Employees (India)
3871,MAN Energy Solut...,3.9,(130 Reviews),Augsburg + 6 more,12 years old,201-500 Employees (India),nan
3872,Orra Fine Jewell...,4.1,(130 Reviews),Private,"Mumbai,Maharashtra + 28 more",18 years old,201-500 Employees (India)
3873,Binary Semantics,4.1,(130 Reviews),Private,Gurugram + 5 more,36 years old,501-1k Employees (India)
3874,Freshworks,3.9,(130 Reviews),Public,"San Mateo,California + 10 more",12 years old,501-1k Employees (India)
3875,Alchemy Techsol ...,3.5,(130 Reviews),Private,Bangalore + 11 more,8 years old,201-500 Employees (India)
3876,Scientific Games,4.0,(147 Reviews),Private,"Las Vegas,Nevada + 3 more",49 years old,201-500 Employees (India)
3877,Syscom Corporati...,3.9,(129 Reviews),Private,"Noida,Uttar Pradesh + 5 more",26 years old,1k-5k Employees (Global)
3878,Biostadt,4.6,(129 Reviews),Private,"Mumbai,Maharashtra + 34 more",19 years old,501-1k Employees (India)
3879,Mindfire Solutio...,4.3,(129 Reviews),Private,"Bhubaneswar,Odisha + 3 more",23 years old,501-1k Employees (India)
3880,Galpha Laborator...,3.9,(129 Reviews),Mumbai + 17 more,36 years old,501-1k Employees (India),nan
3881,Star Hospitals,4.1,(129 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 10 more",17 years old,51-200 Employees (India)
3882,Doordarshan,4.0,(129 Reviews),Private,New Delhi + 27 more,63 years old,201-500 Employees (Global)
3883,Systopic Laborat...,4.7,(129 Reviews),Private,"Delhi/NCR,Delhi + 33 more",40 years old,501-1k Employees (India)
3884,Midland Microfin,3.7,(129 Reviews),"Jalandhar,Punjab + 42 more",11 years old,1k-5k Employees (India),nan
3885,Louis Dreyfus Co...,4.2,(129 Reviews),Private,"Rotterdam,South Holland + 11 more",25 years old,501-1k Employees (India)
3886,Forbes Technosys,3.9,(129 Reviews),Private,"Thane,Maharashtra + 29 more",29 years old,201-500 Employees (India)
